"","DRS","data","n.casos","estimate","lower","upper","week"
"403","Marília",2020-03-22,1,NA,NA,NA,"2020-W13"
"404","Marília",2020-04-05,2,NA,NA,NA,"2020-W15"
"405","Marília",2020-04-12,2,NA,NA,NA,"2020-W16"
"406","Marília",2020-04-19,4,NA,NA,NA,"2020-W17"
"407","Marília",2020-04-26,2,NA,NA,NA,"2020-W18"
"408","Marília",2020-05-03,2,NA,NA,NA,"2020-W19"
"409","Marília",2020-05-10,5,NA,NA,NA,"2020-W20"
"410","Marília",2020-05-17,5,NA,NA,NA,"2020-W21"
"411","Marília",2020-05-24,2,NA,NA,NA,"2020-W22"
"412","Marília",2020-05-31,1,NA,NA,NA,"2020-W23"
"413","Marília",2020-06-07,6,NA,NA,NA,"2020-W24"
"414","Marília",2020-06-14,6,NA,NA,NA,"2020-W25"
"415","Marília",2020-06-21,7,NA,NA,NA,"2020-W26"
"416","Marília",2020-06-28,11,NA,NA,NA,"2020-W27"
"417","Marília",2020-07-05,12,NA,NA,NA,"2020-W28"
"418","Marília",2020-07-12,13,NA,NA,NA,"2020-W29"
"419","Marília",2020-07-19,20,NA,NA,NA,"2020-W30"
"420","Marília",2020-07-26,12,NA,NA,NA,"2020-W31"
"421","Marília",2020-08-02,21,NA,NA,NA,"2020-W32"
"422","Marília",2020-08-09,15,NA,NA,NA,"2020-W33"
"423","Marília",2020-08-16,17,NA,NA,NA,"2020-W34"
"424","Marília",2020-08-23,12,NA,NA,NA,"2020-W35"
"425","Marília",2020-08-30,16,NA,NA,NA,"2020-W36"
"426","Marília",2020-09-06,20,NA,NA,NA,"2020-W37"
"427","Marília",2020-09-13,24,NA,NA,NA,"2020-W38"
"428","Marília",2020-09-20,15,NA,NA,NA,"2020-W39"
"429","Marília",2020-09-27,13,NA,NA,NA,"2020-W40"
"430","Marília",2020-10-04,22,NA,NA,NA,"2020-W41"
"431","Marília",2020-10-11,15,NA,NA,NA,"2020-W42"
"432","Marília",2020-10-18,19,NA,NA,NA,"2020-W43"
"433","Marília",2020-10-25,12,NA,NA,NA,"2020-W44"
"434","Marília",2020-11-01,13,NA,NA,NA,"2020-W45"
"435","Marília",2020-11-08,11,NA,NA,NA,"2020-W46"
"436","Marília",2020-11-15,10,NA,NA,NA,"2020-W47"
"437","Marília",2020-11-22,17,NA,NA,NA,"2020-W48"
"438","Marília",2020-11-29,14,NA,NA,NA,"2020-W49"
"439","Marília",2020-12-06,12,NA,NA,NA,"2020-W50"
"440","Marília",2020-12-13,19,NA,NA,NA,"2020-W51"
"441","Marília",2020-12-20,24,NA,NA,NA,"2020-W52"
"442","Marília",2020-12-27,27,NA,NA,NA,"2020-W53"
"443","Marília",2021-01-03,28,NA,NA,NA,"2021-W01"
"444","Marília",2021-01-10,34,NA,NA,NA,"2021-W02"
"445","Marília",2021-01-17,53,53,53,54,"2021-W03"
"446","Marília",2021-01-24,52,52,52,55,"2021-W04"
"447","Marília",2021-01-31,62,62,62,66,"2021-W05"
"448","Marília",2021-02-07,51,51,51,55,"2021-W06"
"449","Marília",2021-02-14,46,47,46,50,"2021-W07"
"450","Marília",2021-02-21,35,36,35,40,"2021-W08"
"451","Marília",2021-02-28,45,47,45,52,"2021-W09"
"452","Marília",2021-03-07,50,55,51,62,"2021-W10"
"453","Marília",2021-03-14,46,74,62,91,"2021-W11"
"454","Piracicaba",2020-03-29,1,NA,NA,NA,"2020-W14"
"455","Piracicaba",2020-04-05,3,NA,NA,NA,"2020-W15"
"456","Piracicaba",2020-04-12,5,NA,NA,NA,"2020-W16"
"457","Piracicaba",2020-04-19,2,NA,NA,NA,"2020-W17"
"458","Piracicaba",2020-04-26,9,NA,NA,NA,"2020-W18"
"459","Piracicaba",2020-05-03,6,NA,NA,NA,"2020-W19"
"460","Piracicaba",2020-05-10,6,NA,NA,NA,"2020-W20"
"461","Piracicaba",2020-05-17,8,NA,NA,NA,"2020-W21"
"462","Piracicaba",2020-05-24,15,NA,NA,NA,"2020-W22"
"463","Piracicaba",2020-05-31,25,NA,NA,NA,"2020-W23"
"464","Piracicaba",2020-06-07,22,NA,NA,NA,"2020-W24"
"465","Piracicaba",2020-06-14,39,NA,NA,NA,"2020-W25"
"466","Piracicaba",2020-06-21,57,NA,NA,NA,"2020-W26"
"467","Piracicaba",2020-06-28,58,NA,NA,NA,"2020-W27"
"468","Piracicaba",2020-07-05,57,NA,NA,NA,"2020-W28"
"469","Piracicaba",2020-07-12,90,NA,NA,NA,"2020-W29"
"470","Piracicaba",2020-07-19,86,NA,NA,NA,"2020-W30"
"471","Piracicaba",2020-07-26,87,NA,NA,NA,"2020-W31"
"472","Piracicaba",2020-08-02,82,NA,NA,NA,"2020-W32"
"473","Piracicaba",2020-08-09,75,NA,NA,NA,"2020-W33"
"474","Piracicaba",2020-08-16,50,NA,NA,NA,"2020-W34"
"475","Piracicaba",2020-08-23,58,NA,NA,NA,"2020-W35"
"476","Piracicaba",2020-08-30,62,NA,NA,NA,"2020-W36"
"477","Piracicaba",2020-09-06,48,NA,NA,NA,"2020-W37"
"478","Piracicaba",2020-09-13,48,NA,NA,NA,"2020-W38"
"479","Piracicaba",2020-09-20,49,NA,NA,NA,"2020-W39"
"480","Piracicaba",2020-09-27,35,NA,NA,NA,"2020-W40"
"481","Piracicaba",2020-10-04,42,NA,NA,NA,"2020-W41"
"482","Piracicaba",2020-10-11,40,NA,NA,NA,"2020-W42"
"483","Piracicaba",2020-10-18,16,NA,NA,NA,"2020-W43"
"484","Piracicaba",2020-10-25,19,NA,NA,NA,"2020-W44"
"485","Piracicaba",2020-11-01,12,NA,NA,NA,"2020-W45"
"486","Piracicaba",2020-11-08,9,NA,NA,NA,"2020-W46"
"487","Piracicaba",2020-11-15,13,NA,NA,NA,"2020-W47"
"488","Piracicaba",2020-11-22,10,NA,NA,NA,"2020-W48"
"489","Piracicaba",2020-11-29,15,NA,NA,NA,"2020-W49"
"490","Piracicaba",2020-12-06,25,NA,NA,NA,"2020-W50"
"491","Piracicaba",2020-12-13,22,NA,NA,NA,"2020-W51"
"492","Piracicaba",2020-12-20,23,NA,NA,NA,"2020-W52"
"493","Piracicaba",2020-12-27,26,NA,NA,NA,"2020-W53"
"494","Piracicaba",2021-01-03,26,NA,NA,NA,"2021-W01"
"495","Piracicaba",2021-01-10,32,NA,NA,NA,"2021-W02"
"496","Piracicaba",2021-01-17,41,41,41,46,"2021-W03"
"497","Piracicaba",2021-01-24,56,57,56,62,"2021-W04"
"498","Piracicaba",2021-01-31,50,51,50,56,"2021-W05"
"499","Piracicaba",2021-02-07,64,65,64,70,"2021-W06"
"500","Piracicaba",2021-02-14,48,49,48,55,"2021-W07"
"501","Piracicaba",2021-02-21,49,51,49,56,"2021-W08"
"502","Piracicaba",2021-02-28,61,66,62,73,"2021-W09"
"503","Piracicaba",2021-03-07,66,75,69,83,"2021-W10"
"504","Piracicaba",2021-03-14,33,61,49,76,"2021-W11"
"505","Presidente Prudente",2020-04-05,6,NA,NA,NA,"2020-W15"
"506","Presidente Prudente",2020-04-12,3,NA,NA,NA,"2020-W16"
"507","Presidente Prudente",2020-04-19,2,NA,NA,NA,"2020-W17"
"508","Presidente Prudente",2020-04-26,3,NA,NA,NA,"2020-W18"
"509","Presidente Prudente",2020-05-03,5,NA,NA,NA,"2020-W19"
"510","Presidente Prudente",2020-05-10,6,NA,NA,NA,"2020-W20"
"511","Presidente Prudente",2020-05-17,7,NA,NA,NA,"2020-W21"
"512","Presidente Prudente",2020-05-24,2,NA,NA,NA,"2020-W22"
"513","Presidente Prudente",2020-05-31,3,NA,NA,NA,"2020-W23"
"514","Presidente Prudente",2020-06-07,3,NA,NA,NA,"2020-W24"
"515","Presidente Prudente",2020-06-14,3,NA,NA,NA,"2020-W25"
"516","Presidente Prudente",2020-06-21,7,NA,NA,NA,"2020-W26"
"517","Presidente Prudente",2020-06-28,12,NA,NA,NA,"2020-W27"
"518","Presidente Prudente",2020-07-05,8,NA,NA,NA,"2020-W28"
"519","Presidente Prudente",2020-07-12,16,NA,NA,NA,"2020-W29"
"520","Presidente Prudente",2020-07-19,19,NA,NA,NA,"2020-W30"
"521","Presidente Prudente",2020-07-26,22,NA,NA,NA,"2020-W31"
"522","Presidente Prudente",2020-08-02,21,NA,NA,NA,"2020-W32"
"523","Presidente Prudente",2020-08-09,26,NA,NA,NA,"2020-W33"
"524","Presidente Prudente",2020-08-16,22,NA,NA,NA,"2020-W34"
"525","Presidente Prudente",2020-08-23,24,NA,NA,NA,"2020-W35"
"526","Presidente Prudente",2020-08-30,23,NA,NA,NA,"2020-W36"
"527","Presidente Prudente",2020-09-06,22,NA,NA,NA,"2020-W37"
"528","Presidente Prudente",2020-09-13,20,NA,NA,NA,"2020-W38"
"529","Presidente Prudente",2020-09-20,25,NA,NA,NA,"2020-W39"
"530","Presidente Prudente",2020-09-27,15,NA,NA,NA,"2020-W40"
"531","Presidente Prudente",2020-10-04,24,NA,NA,NA,"2020-W41"
"532","Presidente Prudente",2020-10-11,18,NA,NA,NA,"2020-W42"
"533","Presidente Prudente",2020-10-18,11,NA,NA,NA,"2020-W43"
"534","Presidente Prudente",2020-10-25,11,NA,NA,NA,"2020-W44"
"535","Presidente Prudente",2020-11-01,9,NA,NA,NA,"2020-W45"
"536","Presidente Prudente",2020-11-08,11,NA,NA,NA,"2020-W46"
"537","Presidente Prudente",2020-11-15,6,NA,NA,NA,"2020-W47"
"538","Presidente Prudente",2020-11-22,8,NA,NA,NA,"2020-W48"
"539","Presidente Prudente",2020-11-29,10,NA,NA,NA,"2020-W49"
"540","Presidente Prudente",2020-12-06,19,NA,NA,NA,"2020-W50"
"541","Presidente Prudente",2020-12-13,22,NA,NA,NA,"2020-W51"
"542","Presidente Prudente",2020-12-20,20,NA,NA,NA,"2020-W52"
"543","Presidente Prudente",2020-12-27,26,NA,NA,NA,"2020-W53"
"544","Presidente Prudente",2021-01-03,18,NA,NA,NA,"2021-W01"
"545","Presidente Prudente",2021-01-10,23,NA,NA,NA,"2021-W02"
"546","Presidente Prudente",2021-01-17,27,27,27,28,"2021-W03"
"547","Presidente Prudente",2021-01-24,31,31,31,33,"2021-W04"
"548","Presidente Prudente",2021-01-31,17,17,17,20,"2021-W05"
"549","Presidente Prudente",2021-02-07,17,17,17,20,"2021-W06"
"550","Presidente Prudente",2021-02-14,20,21,20,24,"2021-W07"
"551","Presidente Prudente",2021-02-21,26,27,26,31,"2021-W08"
"552","Presidente Prudente",2021-02-28,50,52,50,58,"2021-W09"
"553","Presidente Prudente",2021-03-07,54,58,54,66,"2021-W10"
"554","Presidente Prudente",2021-03-14,59,109,89,135,"2021-W11"
"555","Registro",2020-04-12,3,NA,NA,NA,"2020-W16"
"556","Registro",2020-04-19,3,NA,NA,NA,"2020-W17"
"557","Registro",2020-04-26,4,NA,NA,NA,"2020-W18"
"558","Registro",2020-05-03,4,NA,NA,NA,"2020-W19"
"559","Registro",2020-05-24,3,NA,NA,NA,"2020-W22"
"560","Registro",2020-05-31,2,NA,NA,NA,"2020-W23"
"561","Registro",2020-06-07,7,NA,NA,NA,"2020-W24"
"562","Registro",2020-06-14,7,NA,NA,NA,"2020-W25"
"563","Registro",2020-06-21,4,NA,NA,NA,"2020-W26"
"564","Registro",2020-06-28,5,NA,NA,NA,"2020-W27"
"565","Registro",2020-07-05,6,NA,NA,NA,"2020-W28"
"566","Registro",2020-07-12,10,NA,NA,NA,"2020-W29"
"567","Registro",2020-07-19,13,NA,NA,NA,"2020-W30"
"568","Registro",2020-07-26,9,NA,NA,NA,"2020-W31"
"569","Registro",2020-08-02,21,NA,NA,NA,"2020-W32"
"570","Registro",2020-08-09,17,NA,NA,NA,"2020-W33"
"571","Registro",2020-08-16,16,NA,NA,NA,"2020-W34"
"572","Registro",2020-08-23,10,NA,NA,NA,"2020-W35"
"573","Registro",2020-08-30,8,NA,NA,NA,"2020-W36"
"574","Registro",2020-09-06,5,NA,NA,NA,"2020-W37"
"575","Registro",2020-09-13,11,NA,NA,NA,"2020-W38"
"576","Registro",2020-09-20,13,NA,NA,NA,"2020-W39"
"577","Registro",2020-09-27,8,NA,NA,NA,"2020-W40"
"578","Registro",2020-10-04,6,NA,NA,NA,"2020-W41"
"579","Registro",2020-10-11,4,NA,NA,NA,"2020-W42"
"580","Registro",2020-10-18,9,NA,NA,NA,"2020-W43"
"581","Registro",2020-10-25,3,NA,NA,NA,"2020-W44"
"582","Registro",2020-11-01,6,NA,NA,NA,"2020-W45"
"583","Registro",2020-11-08,4,NA,NA,NA,"2020-W46"
"584","Registro",2020-11-15,5,NA,NA,NA,"2020-W47"
"585","Registro",2020-11-22,5,NA,NA,NA,"2020-W48"
"586","Registro",2020-11-29,9,NA,NA,NA,"2020-W49"
"587","Registro",2020-12-06,12,NA,NA,NA,"2020-W50"
"588","Registro",2020-12-13,12,NA,NA,NA,"2020-W51"
"589","Registro",2020-12-20,13,NA,NA,NA,"2020-W52"
"590","Registro",2020-12-27,11,NA,NA,NA,"2020-W53"
"591","Registro",2021-01-03,11,NA,NA,NA,"2021-W01"
"592","Registro",2021-01-10,13,NA,NA,NA,"2021-W02"
"593","Registro",2021-01-17,11,11,11,13,"2021-W03"
"594","Registro",2021-01-24,8,8,8,12,"2021-W04"
"595","Registro",2021-01-31,9,9,9,13,"2021-W05"
"596","Registro",2021-02-07,4,4,4,8,"2021-W06"
"597","Registro",2021-02-14,9,9,9,13,"2021-W07"
"598","Registro",2021-02-21,13,14,13,17,"2021-W08"
"599","Registro",2021-02-28,10,11,10,14,"2021-W09"
"600","Registro",2021-03-07,11,12,11,16,"2021-W10"
"601","Registro",2021-03-14,6,11,7,17,"2021-W11"
"602","Ribeirão Preto",2020-03-29,3,NA,NA,NA,"2020-W14"
"603","Ribeirão Preto",2020-04-05,7,NA,NA,NA,"2020-W15"
"604","Ribeirão Preto",2020-04-12,2,NA,NA,NA,"2020-W16"
"605","Ribeirão Preto",2020-04-19,3,NA,NA,NA,"2020-W17"
"606","Ribeirão Preto",2020-04-26,8,NA,NA,NA,"2020-W18"
"607","Ribeirão Preto",2020-05-03,2,NA,NA,NA,"2020-W19"
"608","Ribeirão Preto",2020-05-10,6,NA,NA,NA,"2020-W20"
"609","Ribeirão Preto",2020-05-17,9,NA,NA,NA,"2020-W21"
"610","Ribeirão Preto",2020-05-24,7,NA,NA,NA,"2020-W22"
"611","Ribeirão Preto",2020-05-31,10,NA,NA,NA,"2020-W23"
"612","Ribeirão Preto",2020-06-07,30,NA,NA,NA,"2020-W24"
"613","Ribeirão Preto",2020-06-14,42,NA,NA,NA,"2020-W25"
"614","Ribeirão Preto",2020-06-21,64,NA,NA,NA,"2020-W26"
"615","Ribeirão Preto",2020-06-28,56,NA,NA,NA,"2020-W27"
"616","Ribeirão Preto",2020-07-05,70,NA,NA,NA,"2020-W28"
"617","Ribeirão Preto",2020-07-12,86,NA,NA,NA,"2020-W29"
"618","Ribeirão Preto",2020-07-19,92,NA,NA,NA,"2020-W30"
"619","Ribeirão Preto",2020-07-26,103,NA,NA,NA,"2020-W31"
"620","Ribeirão Preto",2020-08-02,96,NA,NA,NA,"2020-W32"
"621","Ribeirão Preto",2020-08-09,87,NA,NA,NA,"2020-W33"
"622","Ribeirão Preto",2020-08-16,98,NA,NA,NA,"2020-W34"
"623","Ribeirão Preto",2020-08-23,64,NA,NA,NA,"2020-W35"
"624","Ribeirão Preto",2020-08-30,65,NA,NA,NA,"2020-W36"
"625","Ribeirão Preto",2020-09-06,69,NA,NA,NA,"2020-W37"
"626","Ribeirão Preto",2020-09-13,77,NA,NA,NA,"2020-W38"
"627","Ribeirão Preto",2020-09-20,64,NA,NA,NA,"2020-W39"
"628","Ribeirão Preto",2020-09-27,66,NA,NA,NA,"2020-W40"
"629","Ribeirão Preto",2020-10-04,58,NA,NA,NA,"2020-W41"
"630","Ribeirão Preto",2020-10-11,51,NA,NA,NA,"2020-W42"
"631","Ribeirão Preto",2020-10-18,43,NA,NA,NA,"2020-W43"
"632","Ribeirão Preto",2020-10-25,27,NA,NA,NA,"2020-W44"
"633","Ribeirão Preto",2020-11-01,23,NA,NA,NA,"2020-W45"
"634","Ribeirão Preto",2020-11-08,17,NA,NA,NA,"2020-W46"
"635","Ribeirão Preto",2020-11-15,23,NA,NA,NA,"2020-W47"
"636","Ribeirão Preto",2020-11-22,18,NA,NA,NA,"2020-W48"
"637","Ribeirão Preto",2020-11-29,7,NA,NA,NA,"2020-W49"
"638","Ribeirão Preto",2020-12-06,23,NA,NA,NA,"2020-W50"
"639","Ribeirão Preto",2020-12-13,20,NA,NA,NA,"2020-W51"
"640","Ribeirão Preto",2020-12-20,25,NA,NA,NA,"2020-W52"
"641","Ribeirão Preto",2020-12-27,24,NA,NA,NA,"2020-W53"
"642","Ribeirão Preto",2021-01-03,21,NA,NA,NA,"2021-W01"
"643","Ribeirão Preto",2021-01-10,43,NA,NA,NA,"2021-W02"
"644","Ribeirão Preto",2021-01-17,56,56,56,58,"2021-W03"
"645","Ribeirão Preto",2021-01-24,44,44,44,48,"2021-W04"
"646","Ribeirão Preto",2021-01-31,73,74,73,78,"2021-W05"
"647","Ribeirão Preto",2021-02-07,73,74,73,79,"2021-W06"
"648","Ribeirão Preto",2021-02-14,52,53,52,58,"2021-W07"
"649","Ribeirão Preto",2021-02-21,37,38,37,42,"2021-W08"
"650","Ribeirão Preto",2021-02-28,72,75,72,81,"2021-W09"
"651","Ribeirão Preto",2021-03-07,83,91,86,100,"2021-W10"
"652","Ribeirão Preto",2021-03-14,57,106,89,129,"2021-W11"
"653","São João da Boa Vista",2020-04-05,1,NA,NA,NA,"2020-W15"
"654","São João da Boa Vista",2020-04-12,3,NA,NA,NA,"2020-W16"
"655","São João da Boa Vista",2020-04-19,1,NA,NA,NA,"2020-W17"
"656","São João da Boa Vista",2020-04-26,5,NA,NA,NA,"2020-W18"
"657","São João da Boa Vista",2020-05-03,1,NA,NA,NA,"2020-W19"
"658","São João da Boa Vista",2020-05-10,4,NA,NA,NA,"2020-W20"
"659","São João da Boa Vista",2020-05-17,6,NA,NA,NA,"2020-W21"
"660","São João da Boa Vista",2020-05-24,5,NA,NA,NA,"2020-W22"
"661","São João da Boa Vista",2020-05-31,2,NA,NA,NA,"2020-W23"
"662","São João da Boa Vista",2020-06-07,9,NA,NA,NA,"2020-W24"
"663","São João da Boa Vista",2020-06-14,14,NA,NA,NA,"2020-W25"
"664","São João da Boa Vista",2020-06-21,11,NA,NA,NA,"2020-W26"
"665","São João da Boa Vista",2020-06-28,7,NA,NA,NA,"2020-W27"
"666","São João da Boa Vista",2020-07-05,10,NA,NA,NA,"2020-W28"
"667","São João da Boa Vista",2020-07-12,21,NA,NA,NA,"2020-W29"
"668","São João da Boa Vista",2020-07-19,29,NA,NA,NA,"2020-W30"
"669","São João da Boa Vista",2020-07-26,32,NA,NA,NA,"2020-W31"
"670","São João da Boa Vista",2020-08-02,19,NA,NA,NA,"2020-W32"
"671","São João da Boa Vista",2020-08-09,24,NA,NA,NA,"2020-W33"
"672","São João da Boa Vista",2020-08-16,23,NA,NA,NA,"2020-W34"
"673","São João da Boa Vista",2020-08-23,20,NA,NA,NA,"2020-W35"
"674","São João da Boa Vista",2020-08-30,20,NA,NA,NA,"2020-W36"
"675","São João da Boa Vista",2020-09-06,32,NA,NA,NA,"2020-W37"
"676","São João da Boa Vista",2020-09-13,14,NA,NA,NA,"2020-W38"
"677","São João da Boa Vista",2020-09-20,11,NA,NA,NA,"2020-W39"
"678","São João da Boa Vista",2020-09-27,25,NA,NA,NA,"2020-W40"
"679","São João da Boa Vista",2020-10-04,19,NA,NA,NA,"2020-W41"
"680","São João da Boa Vista",2020-10-11,18,NA,NA,NA,"2020-W42"
"681","São João da Boa Vista",2020-10-18,15,NA,NA,NA,"2020-W43"
"682","São João da Boa Vista",2020-10-25,13,NA,NA,NA,"2020-W44"
"683","São João da Boa Vista",2020-11-01,7,NA,NA,NA,"2020-W45"
"684","São João da Boa Vista",2020-11-08,11,NA,NA,NA,"2020-W46"
"685","São João da Boa Vista",2020-11-15,5,NA,NA,NA,"2020-W47"
"686","São João da Boa Vista",2020-11-22,7,NA,NA,NA,"2020-W48"
"687","São João da Boa Vista",2020-11-29,5,NA,NA,NA,"2020-W49"
"688","São João da Boa Vista",2020-12-06,5,NA,NA,NA,"2020-W50"
"689","São João da Boa Vista",2020-12-13,6,NA,NA,NA,"2020-W51"
"690","São João da Boa Vista",2020-12-20,17,NA,NA,NA,"2020-W52"
"691","São João da Boa Vista",2020-12-27,10,NA,NA,NA,"2020-W53"
"692","São João da Boa Vista",2021-01-03,21,NA,NA,NA,"2021-W01"
"693","São João da Boa Vista",2021-01-10,21,NA,NA,NA,"2021-W02"
"694","São João da Boa Vista",2021-01-17,24,24,24,27,"2021-W03"
"695","São João da Boa Vista",2021-01-24,30,32,30,38,"2021-W04"
"696","São João da Boa Vista",2021-01-31,36,38,36,45,"2021-W05"
"697","São João da Boa Vista",2021-02-07,36,39,36,46,"2021-W06"
"698","São João da Boa Vista",2021-02-14,25,29,25,35,"2021-W07"
"699","São João da Boa Vista",2021-02-21,42,48,43,56,"2021-W08"
"700","São João da Boa Vista",2021-02-28,44,54,47,64,"2021-W09"
"701","São João da Boa Vista",2021-03-07,60,79,69,93,"2021-W10"
"702","São João da Boa Vista",2021-03-14,39,80,63,103,"2021-W11"
"703","São José do Rio Preto",2020-03-22,2,NA,NA,NA,"2020-W13"
"704","São José do Rio Preto",2020-03-29,2,NA,NA,NA,"2020-W14"
"705","São José do Rio Preto",2020-04-05,2,NA,NA,NA,"2020-W15"
"706","São José do Rio Preto",2020-04-12,2,NA,NA,NA,"2020-W16"
"707","São José do Rio Preto",2020-04-19,6,NA,NA,NA,"2020-W17"
"708","São José do Rio Preto",2020-04-26,1,NA,NA,NA,"2020-W18"
"709","São José do Rio Preto",2020-05-03,2,NA,NA,NA,"2020-W19"
"710","São José do Rio Preto",2020-05-10,10,NA,NA,NA,"2020-W20"
"711","São José do Rio Preto",2020-05-17,15,NA,NA,NA,"2020-W21"
"712","São José do Rio Preto",2020-05-24,10,NA,NA,NA,"2020-W22"
"713","São José do Rio Preto",2020-05-31,14,NA,NA,NA,"2020-W23"
"714","São José do Rio Preto",2020-06-07,28,NA,NA,NA,"2020-W24"
"715","São José do Rio Preto",2020-06-14,33,NA,NA,NA,"2020-W25"
"716","São José do Rio Preto",2020-06-21,48,NA,NA,NA,"2020-W26"
"717","São José do Rio Preto",2020-06-28,50,NA,NA,NA,"2020-W27"
"718","São José do Rio Preto",2020-07-05,75,NA,NA,NA,"2020-W28"
"719","São José do Rio Preto",2020-07-12,87,NA,NA,NA,"2020-W29"
"720","São José do Rio Preto",2020-07-19,84,NA,NA,NA,"2020-W30"
"721","São José do Rio Preto",2020-07-26,110,NA,NA,NA,"2020-W31"
"722","São José do Rio Preto",2020-08-02,100,NA,NA,NA,"2020-W32"
"723","São José do Rio Preto",2020-08-09,113,NA,NA,NA,"2020-W33"
"724","São José do Rio Preto",2020-08-16,91,NA,NA,NA,"2020-W34"
"725","São José do Rio Preto",2020-08-23,113,NA,NA,NA,"2020-W35"
"726","São José do Rio Preto",2020-08-30,104,NA,NA,NA,"2020-W36"
"727","São José do Rio Preto",2020-09-06,113,NA,NA,NA,"2020-W37"
"728","São José do Rio Preto",2020-09-13,113,NA,NA,NA,"2020-W38"
"729","São José do Rio Preto",2020-09-20,91,NA,NA,NA,"2020-W39"
"730","São José do Rio Preto",2020-09-27,73,NA,NA,NA,"2020-W40"
"731","São José do Rio Preto",2020-10-04,104,NA,NA,NA,"2020-W41"
"732","São José do Rio Preto",2020-10-11,92,NA,NA,NA,"2020-W42"
"733","São José do Rio Preto",2020-10-18,60,NA,NA,NA,"2020-W43"
"734","São José do Rio Preto",2020-10-25,56,NA,NA,NA,"2020-W44"
"735","São José do Rio Preto",2020-11-01,46,NA,NA,NA,"2020-W45"
"736","São José do Rio Preto",2020-11-08,48,NA,NA,NA,"2020-W46"
"737","São José do Rio Preto",2020-11-15,38,NA,NA,NA,"2020-W47"
"738","São José do Rio Preto",2020-11-22,36,NA,NA,NA,"2020-W48"
"739","São José do Rio Preto",2020-11-29,29,NA,NA,NA,"2020-W49"
"740","São José do Rio Preto",2020-12-06,56,NA,NA,NA,"2020-W50"
"741","São José do Rio Preto",2020-12-13,40,NA,NA,NA,"2020-W51"
"742","São José do Rio Preto",2020-12-20,69,NA,NA,NA,"2020-W52"
"743","São José do Rio Preto",2020-12-27,58,NA,NA,NA,"2020-W53"
"744","São José do Rio Preto",2021-01-03,71,NA,NA,NA,"2021-W01"
"745","São José do Rio Preto",2021-01-10,69,NA,NA,NA,"2021-W02"
"746","São José do Rio Preto",2021-01-17,78,78,78,80,"2021-W03"
"747","São José do Rio Preto",2021-01-24,85,85,85,87,"2021-W04"
"748","São José do Rio Preto",2021-01-31,92,92,92,95,"2021-W05"
"749","São José do Rio Preto",2021-02-07,60,60,60,63,"2021-W06"
"750","São José do Rio Preto",2021-02-14,63,63,63,66,"2021-W07"
"751","São José do Rio Preto",2021-02-21,70,72,70,75,"2021-W08"
"752","São José do Rio Preto",2021-02-28,64,69,65,75,"2021-W09"
"753","São José do Rio Preto",2021-03-07,111,121,115,129,"2021-W10"
"754","São José do Rio Preto",2021-03-14,109,144,131,161,"2021-W11"
"755","Sorocaba",2020-03-29,2,NA,NA,NA,"2020-W14"
"756","Sorocaba",2020-04-05,7,NA,NA,NA,"2020-W15"
"757","Sorocaba",2020-04-12,6,NA,NA,NA,"2020-W16"
"758","Sorocaba",2020-04-19,8,NA,NA,NA,"2020-W17"
"759","Sorocaba",2020-04-26,9,NA,NA,NA,"2020-W18"
"760","Sorocaba",2020-05-03,17,NA,NA,NA,"2020-W19"
"761","Sorocaba",2020-05-10,18,NA,NA,NA,"2020-W20"
"762","Sorocaba",2020-05-17,16,NA,NA,NA,"2020-W21"
"763","Sorocaba",2020-05-24,35,NA,NA,NA,"2020-W22"
"764","Sorocaba",2020-05-31,41,NA,NA,NA,"2020-W23"
"765","Sorocaba",2020-06-07,34,NA,NA,NA,"2020-W24"
"766","Sorocaba",2020-06-14,34,NA,NA,NA,"2020-W25"
"767","Sorocaba",2020-06-21,62,NA,NA,NA,"2020-W26"
"768","Sorocaba",2020-06-28,64,NA,NA,NA,"2020-W27"
"769","Sorocaba",2020-07-05,70,NA,NA,NA,"2020-W28"
"770","Sorocaba",2020-07-12,59,NA,NA,NA,"2020-W29"
"771","Sorocaba",2020-07-19,78,NA,NA,NA,"2020-W30"
"772","Sorocaba",2020-07-26,71,NA,NA,NA,"2020-W31"
"773","Sorocaba",2020-08-02,63,NA,NA,NA,"2020-W32"
"774","Sorocaba",2020-08-09,65,NA,NA,NA,"2020-W33"
"775","Sorocaba",2020-08-16,59,NA,NA,NA,"2020-W34"
"776","Sorocaba",2020-08-23,61,NA,NA,NA,"2020-W35"
"777","Sorocaba",2020-08-30,59,NA,NA,NA,"2020-W36"
"778","Sorocaba",2020-09-06,38,NA,NA,NA,"2020-W37"
"779","Sorocaba",2020-09-13,43,NA,NA,NA,"2020-W38"
"780","Sorocaba",2020-09-20,40,NA,NA,NA,"2020-W39"
"781","Sorocaba",2020-09-27,31,NA,NA,NA,"2020-W40"
"782","Sorocaba",2020-10-04,45,NA,NA,NA,"2020-W41"
"783","Sorocaba",2020-10-11,26,NA,NA,NA,"2020-W42"
"784","Sorocaba",2020-10-18,31,NA,NA,NA,"2020-W43"
"785","Sorocaba",2020-10-25,25,NA,NA,NA,"2020-W44"
"786","Sorocaba",2020-11-01,32,NA,NA,NA,"2020-W45"
"787","Sorocaba",2020-11-08,26,NA,NA,NA,"2020-W46"
"788","Sorocaba",2020-11-15,36,NA,NA,NA,"2020-W47"
